genome	rate	I_alg	S_alg	k	d	kmer_count	num_queries	index_bytes	pref
spneumoniae	0.3	bwa	prophasm	23	na	640171	1000000	31706361	bwa.spneumoniae.S_prophasm.k_23.d_na
spneumoniae	0.3	SSHash	prophasm	23	na	640171	1000000	4699182	sshash.spneumoniae.S_prophasm.k_23.d_na
spneumoniae	0.3	FMSIv02	global	31	na	643564	1000000	793075	FMSIv02.spneumoniae.S_global.k_31.d_na
spneumoniae	0.3	fmsi	global	31	na	643564	1000000	870899	fmsi.spneumoniae.S_global.k_31.d_na
spneumoniae	0.3	FMSIv02	local	31	1	643564	1000000	4145558	FMSIv02.spneumoniae.S_local.k_31.d_1
spneumoniae	0.3	FMSIv02	local	31	2	643564	1000000	3092357	FMSIv02.spneumoniae.S_local.k_31.d_2
spneumoniae	0.3	FMSIv02	local	31	3	643564	1000000	2366709	FMSIv02.spneumoniae.S_local.k_31.d_3
spneumoniae	0.3	FMSIv02	local	31	4	643564	1000000	1870869	FMSIv02.spneumoniae.S_local.k_31.d_4
spneumoniae	0.3	FMSIv02	local	31	5	643564	1000000	1529005	FMSIv02.spneumoniae.S_local.k_31.d_5
spneumoniae	0.3	fmsi	local	31	1	643564	1000000	4626883	fmsi.spneumoniae.S_local.k_31.d_1
spneumoniae	0.3	fmsi	local	31	2	643564	1000000	3440859	fmsi.spneumoniae.S_local.k_31.d_2
spneumoniae	0.3	fmsi	local	31	3	643564	1000000	2622963	fmsi.spneumoniae.S_local.k_31.d_3
spneumoniae	0.3	fmsi	local	31	4	643564	1000000	2068523	fmsi.spneumoniae.S_local.k_31.d_4
spneumoniae	0.3	fmsi	local	31	5	643564	1000000	1686779	fmsi.spneumoniae.S_local.k_31.d_5
spneumoniae	0.3	cbl	none	31	na	643564	1000000	6250297	cbl.spneumoniae.S_none.k_31.d_na
spneumoniae	0.3	sbwt	none	31	0	643564	1000000	11538264	sbwt.spneumoniae.S_none.k_31.d_0
spneumoniae	0.3	sbwt	none	31	1	643564	1000000	7184472	sbwt.spneumoniae.S_none.k_31.d_1
spneumoniae	0.3	sbwt	none	31	2	643564	1000000	7830706	sbwt.spneumoniae.S_none.k_31.d_2
spneumoniae	0.3	bwa	prophasm	31	na	643564	1000000	38273999	bwa.spneumoniae.S_prophasm.k_31.d_na
spneumoniae	0.3	SSHash	prophasm	31	na	643564	1000000	5641322	sshash.spneumoniae.S_prophasm.k_31.d_na
spneumoniae	0.4	FMSIv02	global	15	na	839260	1000000	765059	FMSIv02.spneumoniae.S_global.k_15.d_na
spneumoniae	0.4	fmsi	global	15	na	839260	1000000	840507	fmsi.spneumoniae.S_global.k_15.d_na
spneumoniae	0.4	FMSIv02	local	15	1	839260	1000000	2499781	FMSIv02.spneumoniae.S_local.k_15.d_1
spneumoniae	0.4	FMSIv02	local	15	2	839260	1000000	1751069	FMSIv02.spneumoniae.S_local.k_15.d_2
spneumoniae	0.4	FMSIv02	local	15	3	839260	1000000	1329269	FMSIv02.spneumoniae.S_local.k_15.d_3
spneumoniae	0.4	FMSIv02	local	15	4	839260	1000000	1109493	FMSIv02.spneumoniae.S_local.k_15.d_4
spneumoniae	0.4	FMSIv02	local	15	5	839260	1000000	1010436	FMSIv02.spneumoniae.S_local.k_15.d_5
spneumoniae	0.4	fmsi	local	15	1	839260	1000000	2884267	fmsi.spneumoniae.S_local.k_15.d_1
spneumoniae	0.4	fmsi	local	15	2	839260	1000000	1977379	fmsi.spneumoniae.S_local.k_15.d_2
spneumoniae	0.4	fmsi	local	15	3	839260	1000000	1484203	fmsi.spneumoniae.S_local.k_15.d_3
spneumoniae	0.4	fmsi	local	15	4	839260	1000000	1234475	fmsi.spneumoniae.S_local.k_15.d_4
spneumoniae	0.4	fmsi	local	15	5	839260	1000000	1124179	fmsi.spneumoniae.S_local.k_15.d_5
spneumoniae	0.4	cbl	none	15	na	839260	1000000	5744523	cbl.spneumoniae.S_none.k_15.d_na
spneumoniae	0.4	sbwt	none	15	0	839260	1000000	4307192	sbwt.spneumoniae.S_none.k_15.d_0
spneumoniae	0.4	sbwt	none	15	1	839260	1000000	3058072	sbwt.spneumoniae.S_none.k_15.d_1
spneumoniae	0.4	sbwt	none	15	2	839260	1000000	3807474	sbwt.spneumoniae.S_none.k_15.d_2
spneumoniae	0.4	bwa	prophasm	15	na	839260	1000000	28501150	bwa.spneumoniae.S_prophasm.k_15.d_na
spneumoniae	0.4	SSHash	prophasm	15	na	839260	1000000	4124010	sshash.spneumoniae.S_prophasm.k_15.d_na
spneumoniae	0.4	FMSIv02	global	17	na	848179	1000000	799012	FMSIv02.spneumoniae.S_global.k_17.d_na
spneumoniae	0.4	fmsi	global	17	na	848179	1000000	875283	fmsi.spneumoniae.S_global.k_17.d_na
spneumoniae	0.4	FMSIv02	local	17	1	848179	1000000	2829229	FMSIv02.spneumoniae.S_local.k_17.d_1
spneumoniae	0.4	FMSIv02	local	17	2	848179	1000000	1968877	FMSIv02.spneumoniae.S_local.k_17.d_2
spneumoniae	0.4	FMSIv02	local	17	3	848179	1000000	1470133	FMSIv02.spneumoniae.S_local.k_17.d_3
spneumoniae	0.4	FMSIv02	local	17	4	848179	1000000	1188813	FMSIv02.spneumoniae.S_local.k_17.d_4
spneumoniae	0.4	FMSIv02	local	17	5	848179	1000000	1039497	FMSIv02.spneumoniae.S_local.k_17.d_5
spneumoniae	0.4	fmsi	local	17	1	848179	1000000	3194731	fmsi.spneumoniae.S_local.k_17.d_1
spneumoniae	0.4	fmsi	local	17	2	848179	1000000	2191803	fmsi.spneumoniae.S_local.k_17.d_2
spneumoniae	0.4	fmsi	local	17	3	848179	1000000	1625867	fmsi.spneumoniae.S_local.k_17.d_3
spneumoniae	0.4	fmsi	local	17	4	848179	1000000	1308891	fmsi.spneumoniae.S_local.k_17.d_4
spneumoniae	0.4	fmsi	local	17	5	848179	1000000	1143163	fmsi.spneumoniae.S_local.k_17.d_5
spneumoniae	0.4	cbl	none	17	na	848179	1000000	5658684	cbl.spneumoniae.S_none.k_17.d_na
spneumoniae	0.4	sbwt	none	17	0	848179	1000000	5436120	sbwt.spneumoniae.S_none.k_17.d_0
spneumoniae	0.4	sbwt	none	17	1	848179	1000000	3759032	sbwt.spneumoniae.S_none.k_17.d_1
spneumoniae	0.4	sbwt	none	17	2	848179	1000000	4508578	sbwt.spneumoniae.S_none.k_17.d_2
spneumoniae	0.4	bwa	prophasm	17	na	848179	1000000	30837122	bwa.spneumoniae.S_prophasm.k_17.d_na
spneumoniae	0.4	SSHash	prophasm	17	na	848179	1000000	4525802	sshash.spneumoniae.S_prophasm.k_17.d_na
spneumoniae	0.4	FMSIv02	global	19	na	850544	1000000	807612	FMSIv02.spneumoniae.S_global.k_19.d_na
spneumoniae	0.4	fmsi	global	19	na	850544	1000000	884371	fmsi.spneumoniae.S_global.k_19.d_na
spneumoniae	0.4	FMSIv02	local	19	1	850544	1000000	3119781	FMSIv02.spneumoniae.S_local.k_19.d_1
spneumoniae	0.4	FMSIv02	local	19	2	850544	1000000	2155549	FMSIv02.spneumoniae.S_local.k_19.d_2
spneumoniae	0.4	FMSIv02	local	19	3	850544	1000000	1588405	FMSIv02.spneumoniae.S_local.k_19.d_3
spneumoniae	0.4	FMSIv02	local	19	4	850544	1000000	1258093	FMSIv02.spneumoniae.S_local.k_19.d_4
spneumoniae	0.4	FMSIv02	local	19	5	850544	1000000	1066356	FMSIv02.spneumoniae.S_local.k_19.d_5
spneumoniae	0.4	fmsi	local	19	1	850544	1000000	3512043	fmsi.spneumoniae.S_local.k_19.d_1
spneumoniae	0.4	fmsi	local	19	2	850544	1000000	2395995	fmsi.spneumoniae.S_local.k_19.d_2
spneumoniae	0.4	fmsi	local	19	3	850544	1000000	1754075	fmsi.spneumoniae.S_local.k_19.d_3
spneumoniae	0.4	fmsi	local	19	4	850544	1000000	1382939	fmsi.spneumoniae.S_local.k_19.d_4
spneumoniae	0.4	fmsi	local	19	5	850544	1000000	1170011	fmsi.spneumoniae.S_local.k_19.d_5
spneumoniae	0.4	cbl	none	19	na	850544	1000000	6313134	cbl.spneumoniae.S_none.k_19.d_na
spneumoniae	0.4	sbwt	none	19	0	850544	1000000	6526808	sbwt.spneumoniae.S_none.k_19.d_0
spneumoniae	0.4	sbwt	none	19	1	850544	1000000	4451640	sbwt.spneumoniae.S_none.k_19.d_1
spneumoniae	0.4	sbwt	none	19	2	850544	1000000	5150050	sbwt.spneumoniae.S_none.k_19.d_2
spneumoniae	0.4	bwa	prophasm	19	na	850544	1000000	32702091	bwa.spneumoniae.S_prophasm.k_19.d_na
spneumoniae	0.4	SSHash	prophasm	19	na	850544	1000000	4850324	sshash.spneumoniae.S_prophasm.k_19.d_na
spneumoniae	0.4	FMSIv02	global	21	na	852158	1000000	810804	FMSIv02.spneumoniae.S_global.k_21.d_na
spneumoniae	0.4	fmsi	global	21	na	852158	1000000	887859	fmsi.spneumoniae.S_global.k_21.d_na
spneumoniae	0.4	FMSIv02	local	21	1	852158	1000000	3404709	FMSIv02.spneumoniae.S_local.k_21.d_1
spneumoniae	0.4	FMSIv02	local	21	2	852158	1000000	2332381	FMSIv02.spneumoniae.S_local.k_21.d_2
spneumoniae	0.4	FMSIv02	local	21	3	852158	1000000	1700989	FMSIv02.spneumoniae.S_local.k_21.d_3
spneumoniae	0.4	FMSIv02	local	21	4	852158	1000000	1328061	FMSIv02.spneumoniae.S_local.k_21.d_4
spneumoniae	0.4	FMSIv02	local	21	5	852158	1000000	1108172	FMSIv02.spneumoniae.S_local.k_21.d_5
spneumoniae	0.4	fmsi	local	21	1	852158	1000000	3825275	fmsi.spneumoniae.S_local.k_21.d_1
spneumoniae	0.4	fmsi	local	21	2	852158	1000000	2590947	fmsi.spneumoniae.S_local.k_21.d_2
spneumoniae	0.4	fmsi	local	21	3	852158	1000000	1878859	fmsi.spneumoniae.S_local.k_21.d_3
spneumoniae	0.4	fmsi	local	21	4	852158	1000000	1459331	fmsi.spneumoniae.S_local.k_21.d_4
spneumoniae	0.4	fmsi	local	21	5	852158	1000000	1215107	fmsi.spneumoniae.S_local.k_21.d_5
spneumoniae	0.4	cbl	none	21	na	852158	1000000	6071874	cbl.spneumoniae.S_none.k_21.d_na
spneumoniae	0.4	sbwt	none	21	0	852158	1000000	7613336	sbwt.spneumoniae.S_none.k_21.d_0
spneumoniae	0.4	sbwt	none	21	1	852158	1000000	5125976	sbwt.spneumoniae.S_none.k_21.d_1
spneumoniae	0.4	sbwt	none	21	2	852158	1000000	5774418	sbwt.spneumoniae.S_none.k_21.d_2
spneumoniae	0.4	bwa	prophasm	21	na	852158	1000000	34571128	bwa.spneumoniae.S_prophasm.k_21.d_na
spneumoniae	0.4	SSHash	prophasm	21	na	852158	1000000	5153836	sshash.spneumoniae.S_prophasm.k_21.d_na
spneumoniae	0.4	FMSIv02	global	23	na	853562	1000000	812852	FMSIv02.spneumoniae.S_global.k_23.d_na
spneumoniae	0.4	fmsi	global	23	na	853562	1000000	890315	fmsi.spneumoniae.S_global.k_23.d_na
spneumoniae	0.4	FMSIv02	local	23	1	853562	1000000	3699005	FMSIv02.spneumoniae.S_local.k_23.d_1
spneumoniae	0.4	FMSIv02	local	23	2	853562	1000000	2514197	FMSIv02.spneumoniae.S_local.k_23.d_2
spneumoniae	0.4	FMSIv02	local	23	3	853562	1000000	1813372	FMSIv02.spneumoniae.S_local.k_23.d_3
spneumoniae	0.4	FMSIv02	local	23	4	853562	1000000	1397172	FMSIv02.spneumoniae.S_local.k_23.d_4
spneumoniae	0.4	FMSIv02	local	23	5	853562	1000000	1151741	FMSIv02.spneumoniae.S_local.k_23.d_5
spneumoniae	0.4	fmsi	local	23	1	853562	1000000	4149259	fmsi.spneumoniae.S_local.k_23.d_1
spneumoniae	0.4	fmsi	local	23	2	853562	1000000	2791627	fmsi.spneumoniae.S_local.k_23.d_2
spneumoniae	0.4	fmsi	local	23	3	853562	1000000	2002939	fmsi.spneumoniae.S_local.k_23.d_3
spneumoniae	0.4	fmsi	local	23	4	853562	1000000	1535347	fmsi.spneumoniae.S_local.k_23.d_4
spneumoniae	0.4	fmsi	local	23	5	853562	1000000	1262883	fmsi.spneumoniae.S_local.k_23.d_5
spneumoniae	0.4	cbl	none	23	na	853562	1000000	6817937	cbl.spneumoniae.S_none.k_23.d_na
spneumoniae	0.4	sbwt	none	23	0	853562	1000000	8721656	sbwt.spneumoniae.S_none.k_23.d_0
spneumoniae	0.4	sbwt	none	23	1	853562	1000000	5813464	sbwt.spneumoniae.S_none.k_23.d_1
spneumoniae	0.4	sbwt	none	23	2	853562	1000000	6406074	sbwt.spneumoniae.S_none.k_23.d_2
spneumoniae	0.4	bwa	prophasm	23	na	853562	1000000	36552137	bwa.spneumoniae.S_prophasm.k_23.d_na
spneumoniae	0.4	SSHash	prophasm	23	na	853562	1000000	5457210	sshash.spneumoniae.S_prophasm.k_23.d_na
spneumoniae	0.4	FMSIv02	global	31	na	858086	1000000	817748	FMSIv02.spneumoniae.S_global.k_31.d_na
spneumoniae	0.4	fmsi	global	31	na	858086	1000000	895779	fmsi.spneumoniae.S_global.k_31.d_na
spneumoniae	0.4	FMSIv02	local	31	1	858086	1000000	4835310	FMSIv02.spneumoniae.S_local.k_31.d_1
spneumoniae	0.4	FMSIv02	local	31	2	858086	1000000	3214565	FMSIv02.spneumoniae.S_local.k_31.d_2
spneumoniae	0.4	FMSIv02	local	31	3	858086	1000000	2247917	FMSIv02.spneumoniae.S_local.k_31.d_3
spneumoniae	0.4	FMSIv02	local	31	4	858086	1000000	1672781	FMSIv02.spneumoniae.S_local.k_31.d_4
spneumoniae	0.4	FMSIv02	local	31	5	858086	1000000	1326541	FMSIv02.spneumoniae.S_local.k_31.d_5
spneumoniae	0.4	fmsi	local	31	1	858086	1000000	5386555	fmsi.spneumoniae.S_local.k_31.d_1
spneumoniae	0.4	fmsi	local	31	2	858086	1000000	3565715	fmsi.spneumoniae.S_local.k_31.d_2
spneumoniae	0.4	fmsi	local	31	3	858086	1000000	2481347	fmsi.spneumoniae.S_local.k_31.d_3
spneumoniae	0.4	fmsi	local	31	4	858086	1000000	1840235	fmsi.spneumoniae.S_local.k_31.d_4
spneumoniae	0.4	fmsi	local	31	5	858086	1000000	1453427	fmsi.spneumoniae.S_local.k_31.d_5
spneumoniae	0.4	cbl	none	31	na	858086	1000000	8008652	cbl.spneumoniae.S_none.k_31.d_na
spneumoniae	0.4	sbwt	none	31	0	858086	1000000	13106424	sbwt.spneumoniae.S_none.k_31.d_0
spneumoniae	0.4	sbwt	none	31	1	858086	1000000	8595192	sbwt.spneumoniae.S_none.k_31.d_1
spneumoniae	0.4	sbwt	none	31	2	858086	1000000	8837818	sbwt.spneumoniae.S_none.k_31.d_2
spneumoniae	0.4	bwa	prophasm	31	na	858086	1000000	44020307	bwa.spneumoniae.S_prophasm.k_31.d_na
spneumoniae	0.4	SSHash	prophasm	31	na	858086	1000000	6516290	sshash.spneumoniae.S_prophasm.k_31.d_na
spneumoniae	0.5	FMSIv02	global	15	na	1049075	1000000	800003	FMSIv02.spneumoniae.S_global.k_15.d_na
spneumoniae	0.5	fmsi	global	15	na	1049075	1000000	878747	fmsi.spneumoniae.S_global.k_15.d_na
spneumoniae	0.5	FMSIv02	local	15	1	1049075	1000000	2719573	FMSIv02.spneumoniae.S_local.k_15.d_1
spneumoniae	0.5	FMSIv02	local	15	2	1049075	1000000	1738597	FMSIv02.spneumoniae.S_local.k_15.d_2
spneumoniae	0.5	FMSIv02	local	15	3	1049075	1000000	1278173	FMSIv02.spneumoniae.S_local.k_15.d_3
spneumoniae	0.5	FMSIv02	local	15	4	1049075	1000000	1089788	FMSIv02.spneumoniae.S_local.k_15.d_4
spneumoniae	0.5	FMSIv02	local	15	5	1049075	1000000	1025980	FMSIv02.spneumoniae.S_local.k_15.d_5
spneumoniae	0.5	fmsi	local	15	1	1049075	1000000	3136171	fmsi.spneumoniae.S_local.k_15.d_1
spneumoniae	0.5	fmsi	local	15	2	1049075	1000000	1953763	fmsi.spneumoniae.S_local.k_15.d_2
spneumoniae	0.5	fmsi	local	15	3	1049075	1000000	1419619	fmsi.spneumoniae.S_local.k_15.d_3
spneumoniae	0.5	fmsi	local	15	4	1049075	1000000	1208043	fmsi.spneumoniae.S_local.k_15.d_4
spneumoniae	0.5	fmsi	local	15	5	1049075	1000000	1138595	fmsi.spneumoniae.S_local.k_15.d_5
spneumoniae	0.5	cbl	none	15	na	1049075	1000000	6805391	cbl.spneumoniae.S_none.k_15.d_na
spneumoniae	0.5	sbwt	none	15	0	1049075	1000000	4605304	sbwt.spneumoniae.S_none.k_15.d_0
spneumoniae	0.5	sbwt	none	15	1	1049075	1000000	3359576	sbwt.spneumoniae.S_none.k_15.d_1
spneumoniae	0.5	sbwt	none	15	2	1049075	1000000	4027410	sbwt.spneumoniae.S_none.k_15.d_2
spneumoniae	0.5	bwa	prophasm	15	na	1049075	1000000	30042881	bwa.spneumoniae.S_prophasm.k_15.d_na
spneumoniae	0.5	SSHash	prophasm	15	na	1049075	1000000	4423666	sshash.spneumoniae.S_prophasm.k_15.d_na
spneumoniae	0.5	FMSIv02	global	17	na	1060224	1000000	814651	FMSIv02.spneumoniae.S_global.k_17.d_na
spneumoniae	0.5	fmsi	global	17	na	1060224	1000000	891971	fmsi.spneumoniae.S_global.k_17.d_na
spneumoniae	0.5	FMSIv02	local	17	1	1060224	1000000	3064693	FMSIv02.spneumoniae.S_local.k_17.d_1
spneumoniae	0.5	FMSIv02	local	17	2	1060224	1000000	1924765	FMSIv02.spneumoniae.S_local.k_17.d_2
spneumoniae	0.5	FMSIv02	local	17	3	1060224	1000000	1361517	FMSIv02.spneumoniae.S_local.k_17.d_3
spneumoniae	0.5	FMSIv02	local	17	4	1060224	1000000	1091748	FMSIv02.spneumoniae.S_local.k_17.d_4
spneumoniae	0.5	FMSIv02	local	17	5	1060224	1000000	973683	FMSIv02.spneumoniae.S_local.k_17.d_5
spneumoniae	0.5	fmsi	local	17	1	1060224	1000000	3459467	fmsi.spneumoniae.S_local.k_17.d_1
spneumoniae	0.5	fmsi	local	17	2	1060224	1000000	2134347	fmsi.spneumoniae.S_local.k_17.d_2
spneumoniae	0.5	fmsi	local	17	3	1060224	1000000	1497083	fmsi.spneumoniae.S_local.k_17.d_3
spneumoniae	0.5	fmsi	local	17	4	1060224	1000000	1197115	fmsi.spneumoniae.S_local.k_17.d_4
spneumoniae	0.5	fmsi	local	17	5	1060224	1000000	1067419	fmsi.spneumoniae.S_local.k_17.d_5
spneumoniae	0.5	cbl	none	17	na	1060224	1000000	6696145	cbl.spneumoniae.S_none.k_17.d_na
spneumoniae	0.5	sbwt	none	17	0	1060224	1000000	5785432	sbwt.spneumoniae.S_none.k_17.d_0
spneumoniae	0.5	sbwt	none	17	1	1060224	1000000	4163384	sbwt.spneumoniae.S_none.k_17.d_1
spneumoniae	0.5	sbwt	none	17	2	1060224	1000000	4751282	sbwt.spneumoniae.S_none.k_17.d_2
spneumoniae	0.5	bwa	prophasm	17	na	1060224	1000000	32423115	bwa.spneumoniae.S_prophasm.k_17.d_na
spneumoniae	0.5	SSHash	prophasm	17	na	1060224	1000000	4866034	sshash.spneumoniae.S_prophasm.k_17.d_na
spneumoniae	0.5	FMSIv02	global	19	na	1063180	1000000	817932	FMSIv02.spneumoniae.S_global.k_19.d_na
spneumoniae	0.5	fmsi	global	19	na	1063180	1000000	895379	fmsi.spneumoniae.S_global.k_19.d_na
spneumoniae	0.5	FMSIv02	local	19	1	1063180	1000000	3371749	FMSIv02.spneumoniae.S_local.k_19.d_1
spneumoniae	0.5	FMSIv02	local	19	2	1063180	1000000	2091325	FMSIv02.spneumoniae.S_local.k_19.d_2
spneumoniae	0.5	FMSIv02	local	19	3	1063180	1000000	1449741	FMSIv02.spneumoniae.S_local.k_19.d_3
spneumoniae	0.5	FMSIv02	local	19	4	1063180	1000000	1128188	FMSIv02.spneumoniae.S_local.k_19.d_4
spneumoniae	0.5	FMSIv02	local	19	5	1063180	1000000	970828	FMSIv02.spneumoniae.S_local.k_19.d_5
spneumoniae	0.5	fmsi	local	19	1	1063180	1000000	3790771	fmsi.spneumoniae.S_local.k_19.d_1
spneumoniae	0.5	fmsi	local	19	2	1063180	1000000	2315059	fmsi.spneumoniae.S_local.k_19.d_2
spneumoniae	0.5	fmsi	local	19	3	1063180	1000000	1591763	fmsi.spneumoniae.S_local.k_19.d_3
spneumoniae	0.5	fmsi	local	19	4	1063180	1000000	1235115	fmsi.spneumoniae.S_local.k_19.d_4
spneumoniae	0.5	fmsi	local	19	5	1063180	1000000	1062099	fmsi.spneumoniae.S_local.k_19.d_5
spneumoniae	0.5	cbl	none	19	na	1063180	1000000	7522713	cbl.spneumoniae.S_none.k_19.d_na
spneumoniae	0.5	sbwt	none	19	0	1063180	1000000	6923160	sbwt.spneumoniae.S_none.k_19.d_0
spneumoniae	0.5	sbwt	none	19	1	1063180	1000000	4962552	sbwt.spneumoniae.S_none.k_19.d_1
spneumoniae	0.5	sbwt	none	19	2	1063180	1000000	5418050	sbwt.spneumoniae.S_none.k_19.d_2
spneumoniae	0.5	bwa	prophasm	19	na	1063180	1000000	34404552	bwa.spneumoniae.S_prophasm.k_19.d_na
spneumoniae	0.5	SSHash	prophasm	19	na	1063180	1000000	5196670	sshash.spneumoniae.S_prophasm.k_19.d_na
spneumoniae	0.5	FMSIv02	global	21	na	1065197	1000000	819812	FMSIv02.spneumoniae.S_global.k_21.d_na
spneumoniae	0.5	fmsi	global	21	na	1065197	1000000	897387	fmsi.spneumoniae.S_global.k_21.d_na
spneumoniae	0.5	FMSIv02	local	21	1	1065197	1000000	3675205	FMSIv02.spneumoniae.S_local.k_21.d_1
spneumoniae	0.5	FMSIv02	local	21	2	1065197	1000000	2250005	FMSIv02.spneumoniae.S_local.k_21.d_2
spneumoniae	0.5	FMSIv02	local	21	3	1065197	1000000	1537189	FMSIv02.spneumoniae.S_local.k_21.d_3
spneumoniae	0.5	FMSIv02	local	21	4	1065197	1000000	1173660	FMSIv02.spneumoniae.S_local.k_21.d_4
spneumoniae	0.5	FMSIv02	local	21	5	1065197	1000000	992796	FMSIv02.spneumoniae.S_local.k_21.d_5
spneumoniae	0.5	fmsi	local	21	1	1065197	1000000	4124995	fmsi.spneumoniae.S_local.k_21.d_1
spneumoniae	0.5	fmsi	local	21	2	1065197	1000000	2491067	fmsi.spneumoniae.S_local.k_21.d_2
spneumoniae	0.5	fmsi	local	21	3	1065197	1000000	1689739	fmsi.spneumoniae.S_local.k_21.d_3
spneumoniae	0.5	fmsi	local	21	4	1065197	1000000	1284203	fmsi.spneumoniae.S_local.k_21.d_4
spneumoniae	0.5	fmsi	local	21	5	1065197	1000000	1085451	fmsi.spneumoniae.S_local.k_21.d_5
spneumoniae	0.5	cbl	none	21	na	1065197	1000000	7233437	cbl.spneumoniae.S_none.k_21.d_na
spneumoniae	0.5	sbwt	none	21	0	1065197	1000000	8061048	sbwt.spneumoniae.S_none.k_21.d_0
spneumoniae	0.5	sbwt	none	21	1	1065197	1000000	5732056	sbwt.spneumoniae.S_none.k_21.d_1
spneumoniae	0.5	sbwt	none	21	2	1065197	1000000	6071250	sbwt.spneumoniae.S_none.k_21.d_2
spneumoniae	0.5	bwa	prophasm	21	na	1065197	1000000	36387669	bwa.spneumoniae.S_prophasm.k_21.d_na
spneumoniae	0.5	SSHash	prophasm	21	na	1065197	1000000	5513284	sshash.spneumoniae.S_prophasm.k_21.d_na
spneumoniae	0.5	FMSIv02	global	23	na	1066953	1000000	821588	FMSIv02.spneumoniae.S_global.k_23.d_na
spneumoniae	0.5	fmsi	global	23	na	1066953	1000000	899387	fmsi.spneumoniae.S_global.k_23.d_na
spneumoniae	0.5	FMSIv02	local	23	1	1066953	1000000	3982445	FMSIv02.spneumoniae.S_local.k_23.d_1
spneumoniae	0.5	FMSIv02	local	23	2	1066953	1000000	2411780	FMSIv02.spneumoniae.S_local.k_23.d_2
spneumoniae	0.5	FMSIv02	local	23	3	1066953	1000000	1620900	FMSIv02.spneumoniae.S_local.k_23.d_3
spneumoniae	0.5	FMSIv02	local	23	4	1066953	1000000	1219851	FMSIv02.spneumoniae.S_local.k_23.d_4
spneumoniae	0.5	FMSIv02	local	23	5	1066953	1000000	1017660	FMSIv02.spneumoniae.S_local.k_23.d_5
spneumoniae	0.5	fmsi	local	23	1	1066953	1000000	4463747	fmsi.spneumoniae.S_local.k_23.d_1
spneumoniae	0.5	fmsi	local	23	2	1066953	1000000	2668587	fmsi.spneumoniae.S_local.k_23.d_2
spneumoniae	0.5	fmsi	local	23	3	1066953	1000000	1781699	fmsi.spneumoniae.S_local.k_23.d_3
spneumoniae	0.5	fmsi	local	23	4	1066953	1000000	1335035	fmsi.spneumoniae.S_local.k_23.d_4
spneumoniae	0.5	fmsi	local	23	5	1066953	1000000	1112507	fmsi.spneumoniae.S_local.k_23.d_5
spneumoniae	0.5	cbl	none	23	na	1066953	1000000	8178228	cbl.spneumoniae.S_none.k_23.d_na
spneumoniae	0.5	sbwt	none	23	0	1066953	1000000	9210872	sbwt.spneumoniae.S_none.k_23.d_0
spneumoniae	0.5	sbwt	none	23	1	1066953	1000000	6516888	sbwt.spneumoniae.S_none.k_23.d_1
spneumoniae	0.5	sbwt	none	23	2	1066953	1000000	6724762	sbwt.spneumoniae.S_none.k_23.d_2
spneumoniae	0.5	bwa	prophasm	23	na	1066953	1000000	38417689	bwa.spneumoniae.S_prophasm.k_23.d_na
spneumoniae	0.5	SSHash	prophasm	23	na	1066953	1000000	5819540	sshash.spneumoniae.S_prophasm.k_23.d_na
spneumoniae	0.5	FMSIv02	global	31	na	1072607	1000000	826260	FMSIv02.spneumoniae.S_global.k_31.d_na
spneumoniae	0.5	fmsi	global	31	na	1072607	1000000	904587	fmsi.spneumoniae.S_global.k_31.d_na
spneumoniae	0.5	FMSIv02	local	31	1	1072607	1000000	5178094	FMSIv02.spneumoniae.S_local.k_31.d_1
spneumoniae	0.5	FMSIv02	local	31	2	1072607	1000000	3036125	FMSIv02.spneumoniae.S_local.k_31.d_2
spneumoniae	0.5	FMSIv02	local	31	3	1072607	1000000	1956245	FMSIv02.spneumoniae.S_local.k_31.d_3
spneumoniae	0.5	FMSIv02	local	31	4	1072607	1000000	1401421	FMSIv02.spneumoniae.S_local.k_31.d_4
spneumoniae	0.5	FMSIv02	local	31	5	1072607	1000000	1116188	FMSIv02.spneumoniae.S_local.k_31.d_5
spneumoniae	0.5	fmsi	local	31	1	1072607	1000000	5767475	fmsi.spneumoniae.S_local.k_31.d_1
spneumoniae	0.5	fmsi	local	31	2	1072607	1000000	3357771	fmsi.spneumoniae.S_local.k_31.d_2
spneumoniae	0.5	fmsi	local	31	3	1072607	1000000	2149347	fmsi.spneumoniae.S_local.k_31.d_3
spneumoniae	0.5	fmsi	local	31	4	1072607	1000000	1532115	fmsi.spneumoniae.S_local.k_31.d_4
spneumoniae	0.5	fmsi	local	31	5	1072607	1000000	1218683	fmsi.spneumoniae.S_local.k_31.d_5
spneumoniae	0.5	cbl	none	31	na	1072607	1000000	9721227	cbl.spneumoniae.S_none.k_31.d_na
spneumoniae	0.5	sbwt	none	31	0	1072607	1000000	13780984	sbwt.spneumoniae.S_none.k_31.d_0
spneumoniae	0.5	sbwt	none	31	1	1072607	1000000	9718232	sbwt.spneumoniae.S_none.k_31.d_1
spneumoniae	0.5	sbwt	none	31	2	1072607	1000000	9256930	sbwt.spneumoniae.S_none.k_31.d_2
spneumoniae	0.5	bwa	prophasm	31	na	1072607	1000000	46202803	bwa.spneumoniae.S_prophasm.k_31.d_na
spneumoniae	0.5	SSHash	prophasm	31	na	1072607	1000000	6940024	sshash.spneumoniae.S_prophasm.k_31.d_na
